,area_type,availability,location,size,society,total_sqft,bath,balcony,price
7919,Super built-up  Area,18-Mar,Tunganagara,1 BHK,DSdidSp,600,1.0,0.0,18.0
7920,Super built-up  Area,18-Sep,Abbigere,3 BHK,DSestma,1326,2.0,1.0,34.8
7922,Built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1370,2.0,2.0,125.0
7923,Super built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1100,2.0,2.0,85.0
7927,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950,2.0,1.0,58.11
7930,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,175.0
7931,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,68.5
7932,Super built-up  Area,Ready To Move,Sarjapur,1 BHK,SNityVe,650,1.0,2.0,19.87
7933,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1850,3.0,2.0,150.0
7937,Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,Naiewre,1630,3.0,2.0,51.35
7938,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,1310,2.0,2.0,60.0
7941,Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,Riave E,1000,2.0,1.0,45.0
7944,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,NCensun,1370,2.0,2.0,90.0
7946,Built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1465,3.0,3.0,90.0
7948,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,64.0
7949,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Silusti,1250,2.0,2.0,70.0
7950,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0
7952,Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2600,3.0,2.0,199.0
7956,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,68.0
7958,Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,JaniaGa,1400,2.0,3.0,78.0
7960,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,30.0
7962,Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508 - 4201,6.0,0.0,385.5
7964,Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,85.0
7965,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1175,2.0,2.0,43.48
7967,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767,3.0,2.0,109.0
7968,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Asncywo,1800,3.0,1.0,90.0
7969,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856,3.0,2.0,135.0
7971,Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,Puwerun,1613,3.0,0.0,150.0
7974,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1375,2.0,1.0,78.0
7975,Super built-up  Area,Ready To Move,Bagalur,2 BHK,Haows M,985,2.0,2.0,57.0
7978,Super built-up  Area,18-Mar,Electronic City,1 BHK,Sidin J,605,1.0,0.0,13.31
7981,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srers T,1200,2.0,1.0,53.0
7982,Built-up  Area,Ready To Move,Hulimavu,2 BHK,Chtali ,1000,2.0,1.0,45.0
7983,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1159,2.0,3.0,38.0
7987,Built-up  Area,Ready To Move,BTM Layout,3 BHK,Myace P,1540,2.0,2.0,78.0
7989,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,120.0
7990,Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sungspr,1580,3.0,1.0,60.0
7991,Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Amsomun,1190,2.0,2.0,39.25
8000,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1880,3.0,3.0,120.0
8001,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Saalpas,1150,2.0,2.0,45.0
8007,Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1962,3.0,2.0,175.0
8010,Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,1174,2.0,1.0,29.35
8011,Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,Saenett,1894,3.0,1.0,115.0
8013,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,142.0
8015,Built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,0.0,97.0
8018,Built-up  Area,Ready To Move,Kengeri,4 Bedroom,Unuil T,2540,4.0,0.0,160.0
8019,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1137,2.0,1.0,53.4
8022,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1568,2.0,2.0,100.0
8023,Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Pardst ,4900 - 4940,4.0,0.0,393.5
8024,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Concyvi,1308,2.0,1.0,60.0
8026,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1200,2.0,1.0,41.0
8028,Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530,1.0,1.0,13.5
8029,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,873,2.0,1.0,40.0
8033,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,160.0
8034,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2273,3.0,3.0,159.0
8036,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,50.0
8038,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,155.0
8040,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,KPiteEl,1550,2.0,1.0,89.0
8041,Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,50.0
8042,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,53.0
8044,Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1435,2.0,2.0,60.0
8045,Built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1400,2.0,3.0,45.0
8046,Super built-up  Area,Ready To Move,Judicial Layout,4 BHK,MNnia E,2330,3.0,2.0,94.71
8047,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inulat ,1200,2.0,3.0,60.0
8049,Super built-up  Area,18-Sep,Bannerghatta Road,3 BHK,DSnjh S,1655,2.0,2.0,62.89
8052,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Avine A,1175,2.0,1.0,50.0
8053,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155,2.0,2.0,40.43
8054,Plot  Area,Ready To Move,Magadi Road,3 Bedroom,Anensva,1200,3.0,2.0,98.0
8055,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1149,2.0,2.0,65.0
8057,Plot  Area,Ready To Move,Choodasandra,4 Bedroom,LGlarAs,3200,4.0,2.0,375.0
8059,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718,3.0,2.0,119.0
8061,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1330,2.0,2.0,77.0
8062,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Srarkha,1200,2.0,2.0,68.0
8063,Super built-up  Area,21-Dec,Bannerghatta Road,3 BHK,Hiatei ,1693,3.0,2.0,89.0
8064,Super built-up  Area,19-Dec,Koramangala,2 BHK,Prood P,1249,2.0,1.0,165.0
8065,Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1800,4.0,1.0,125.0
8067,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020,2.0,1.0,46.0
8070,Super built-up  Area,17-Sep,Bannerghatta Road,2 BHK,GRarken,1280,2.0,2.0,60.16
8073,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933,2.0,1.0,58.0
8074,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150,2.0,0.0,44.0
8075,Super built-up  Area,Ready To Move,Benson Town,4 BHK,Saentva,3633,6.0,2.0,550.0
8076,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Tiitela,1380,3.0,3.0,130.0
8079,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1303,2.0,1.0,90.0
8080,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54
8084,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2.0,3.0,87.0
8085,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Vimesar,1200,2.0,3.0,49.0
8087,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755 - 770,1.0,0.0,45.4
8088,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNdri N,1245,2.0,1.0,75.0
8089,Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3978,4.0,3.0,428.0
8090,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1093,2.0,1.0,34.0
8092,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1345,2.0,1.0,97.0
8094,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saityat,1180,2.0,1.0,86.0
8095,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020,2.0,1.0,48.45
8097,Super built-up  Area,18-Aug,Konanakunte,4 BHK,Prasa W,3621,4.0,1.0,511.0
8100,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,JKmesHo,1020,2.0,1.0,55.0
8101,Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,3 BHK,BrriaLu,2095,3.0,2.0,142.0
8102,Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362,3.0,2.0,62.63
8103,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Neite T,694,1.0,0.0,30.84
8104,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,2.0,70.0
8110,Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985,2.0,1.0,49.97
8111,Built-up  Area,Ready To Move,Indira Nagar,1 BHK,GoilsDa,850,1.0,2.0,60.0
8115,Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1367,2.0,2.0,86.0
8116,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Raesta ,1210,2.0,2.0,81.0
8120,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1140,2.0,2.0,40.0
8121,Super built-up  Area,Ready To Move,Hoskote,2 BHK,VRowsa ,1095,2.0,2.0,33.6
8122,Super built-up  Area,Ready To Move,Attibele,1 BHK,DSvar S,782,1.0,0.0,19.55
8123,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1435,2.0,2.0,80.0
8124,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,725,2.0,2.0,36.0
8125,Built-up  Area,Ready To Move,BCMC Layout,3 BHK,Sutesga,1600,2.0,2.0,88.0
8127,Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3205,4.0,2.0,300.0
8131,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0
8132,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1703,3.0,2.0,130.0
8134,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1145,2.0,1.0,41.21
8135,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0
8136,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Panorse,1100,3.0,1.0,60.0
8137,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2425,5.0,1.0,201.0
8139,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54
8140,Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1600,3.0,3.0,90.0
8141,Super built-up  Area,17-Oct,Banashankari Stage V,3 BHK,Naiewre,1510,3.0,3.0,47.57
8142,Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3033,4.0,1.0,326.0
8146,Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,Owlotou,1480,4.0,1.0,169.0
8150,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1630,3.0,2.0,60.65
8152,Super built-up  Area,18-Aug,Hosakerehalli,3 BHK,Maunt M,1410,2.0,2.0,53.58
8153,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,1181.7,2.0,1.0,100.0
8155,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,113.0
8159,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99
8160,Super built-up  Area,21-Dec,Whitefield,2 BHK,Preaunt,1356,2.0,1.0,94.84
8161,Super built-up  Area,20-Dec,Whitefield,2 BHK,Goted U,1338,2.0,1.0,103.0
8163,Super built-up  Area,18-Aug,Vasantha Vallabha Nagar,3 BHK,MaitySe,1280,2.0,1.0,100.0
8164,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1531,3.0,3.0,51.77
8167,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Yaenti ,1605,2.0,2.0,65.0
8168,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917,3.0,2.0,110.0
8171,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Viissmi,1400,3.0,2.0,55.0
8172,Built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,2625,3.0,3.0,175.0
8174,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2041,3.0,3.0,128.0
8175,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2070,4.0,2.0,160.0
8176,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Arcia S,1110,3.0,3.0,59.0
8177,Built-up  Area,Ready To Move,Uday Nagar,3 BHK,Koncyad,1650,3.0,1.0,110.0
8178,Plot  Area,18-Dec,Ambedkar Nagar,4 Bedroom,Thessrm,3565,4.0,3.0,255.0
8180,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Siestr ,1142,2.0,2.0,65.0
8182,Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Rie 2ri,1502,3.0,3.0,50.0
8183,Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3 BHK,PrinePr,1176,2.0,1.0,45.0
8187,Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adeatlm,5400,3.0,2.0,700.0
8189,Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1425,3.0,2.0,55.0
8191,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2.0,2.0,108.0
8193,Plot  Area,Ready To Move,Chaitanya Ananya,4 Bedroom,SRgio V,1830,4.0,2.0,325.0
8204,Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1160,2.0,1.0,70.0
8206,Plot  Area,18-Apr,Gattahalli,3 Bedroom,Miiewa ,2000,2.0,2.0,95.0
8207,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,47.65
8208,Built-up  Area,Ready To Move,Old Madras Road,4 Bedroom,Saive L,3900,4.0,2.0,175.0
8209,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,1.0,38.37
8210,Super built-up  Area,Ready To Move,Arekere,2 BHK,Nihtsss,1240,2.0,2.0,60.0
8211,Super built-up  Area,22-Nov,Devanahalli,3 BHK,Sabixtt,1466,3.0,3.0,77.59
8212,Super built-up  Area,Ready To Move,Outer Ring Road East,4 BHK,PrstaTe,3870,4.0,2.0,411.0
8213,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0
8215,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,VSomepi,1225,2.0,2.0,48.0
8216,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Javasi ,1300,2.0,1.0,54.0
8217,Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1996,4.0,1.0,123.0
8219,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800,3.0,2.0,240.0
8221,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PuineSu,1435,3.0,2.0,90.0
8223,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1601,3.0,3.0,70.0
8224,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Krshi G,1257,2.0,2.0,93.0
8225,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5.0,1.0,260.0
8226,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Salisal,1309,2.0,2.0,95.0
8228,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gamesti,1115,2.0,1.0,55.0
8229,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1870,3.0,2.0,90.0
8232,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1185,2.0,2.0,67.0
8233,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1790,3.0,3.0,120.0
8234,Plot  Area,Ready To Move,Whitefield,3 Bedroom,StodsWa,3450,4.0,2.0,208.0
8236,Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664 - 722,1.0,0.0,27.375
8237,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,5400,4.0,2.0,750.0
8239,Built-up  Area,Ready To Move,Hoodi,2 BHK,Macanr ,1000,2.0,2.0,48.0
8240,Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,77.25
8241,Super built-up  Area,20-Dec,Binny Pete,3 BHK,Shestlo,1282,3.0,2.0,178.0
8245,Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1200,2.0,2.0,52.0
8246,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,43.6
8247,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Naepa D,1320,2.0,2.0,59.0
8250,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847,3.0,2.0,123.0
8251,Super built-up  Area,18-May,Devanahalli,1 BHK,Pardsri,1020,2.0,1.0,49.87
8255,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0
8256,Super built-up  Area,18-Aug,Haralur Road,4 BHK,SNnia E,2805,4.0,3.0,154.0
8257,Super built-up  Area,18-Jun,Mysore Road,3 BHK,Gopia O,1360,3.0,0.0,47.6
8258,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Saandvi,1089,2.0,1.0,49.0
8259,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Reverve,1115,2.0,2.0,60.0
8262,Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,104.0
8264,Super built-up  Area,17-Oct,Electronic City,3 BHK,Prarkun,1571,3.0,2.0,83.0
8266,Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,ETens G,1517,2.0,2.0,125.0
8267,Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,35.4
8268,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Wiaysld,1230,2.0,1.0,58.0
8269,Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Inaadd ,1340,2.0,2.0,72.0
8270,Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,1175,2.0,1.0,29.38
8274,Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1470,2.0,1.0,44.1
8276,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,117.0
8278,Super built-up  Area,Ready To Move,Gunjur,2 BHK,MyhtsHe,1071,2.0,1.0,51.0
8280,Built-up  Area,Ready To Move,Frazer Town,4 BHK,Asuilnc,3435,2.0,1.0,341.0
8282,Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Saacela,1190,2.0,1.0,60.0
8283,Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,2.0,3.0,80.0
8284,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1283,2.0,2.0,63.22
8285,Built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2.0,2.0,73.0
8286,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105,2.0,1.0,35.36
8287,Super built-up  Area,Ready To Move,Banaswadi,3 BHK,Srldsri,1600,3.0,2.0,74.5
8291,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2099,3.0,3.0,147.0
8292,Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,BaiseBa,1365,2.0,1.0,72.0
8293,Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1485,3.0,3.0,132.0
8294,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Kelmsoy,1250,2.0,1.0,55.0
8297,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1328,2.0,3.0,91.06
8298,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,87.0
8300,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Palleon,1350,3.0,2.0,66.0
8303,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Prvanai,1020,2.0,2.0,32.0
8304,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,49.34
8305,Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0
8308,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,57.5
8309,Super built-up  Area,18-Sep,Whitefield,2 BHK,ARipsul,1074,2.0,1.0,42.79
8310,Plot  Area,18-Nov,Suragajakkanahalli,3 Bedroom,PrhyaK ,1200,3.0,2.0,72.0
8311,Super built-up  Area,18-Apr,Sarjapur,3 BHK,SNityVe,1170,2.0,2.0,35.41
8312,Super built-up  Area,21-Jun,Tumkur Road,1 BHK,Coowsri,596 - 861,1.0,0.0,31.315
8317,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neony H,1601,3.0,2.0,95.0
8320,Built-up  Area,Ready To Move,Venkatapura,3 BHK,ThBayah,2700,2.0,1.0,260.0
8321,Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,Rie 2 P,1900,3.0,1.0,97.0
8323,Super built-up  Area,18-Aug,Haralur Road,3 BHK,SNnia E,1520,2.0,2.0,96.0
8326,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1432,2.0,2.0,68.0
8329,Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,Soeurri,2251,4.0,2.0,370.0
8330,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.0
8331,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0
8333,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1565,2.0,2.0,56.34
8337,Super built-up  Area,Ready To Move,Electronic City,3 BHK,SJityVe,1652,3.0,3.0,110.0
8339,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,4.0,1.0,145.0
8340,Super built-up  Area,21-Jul,Koramangala,2 BHK,G ceses,1084,2.0,1.0,179.0
8342,Super built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,JPoldGo,1400,3.0,3.0,69.0
8344,Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1020,2.0,1.0,27.43
8345,Super built-up  Area,Ready To Move,Whitefield,2 BHK,PritaDo,1267,2.0,1.0,90.33
8346,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,185.0
8351,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,5000,5.0,2.0,550.0
8354,Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,JRaderc,1086,2.0,2.0,44.5
8355,Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,18.0
8356,Built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,1066,2.0,1.0,52.23
8357,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,1730,3.0,1.0,93.0
8358,Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1205,2.0,1.0,63.86
8359,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Prionad,2500,5.0,2.0,175.0
8360,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,DStik S,960,2.0,1.0,55.0
8361,Super built-up  Area,18-Jul,Haralur Road,3 BHK,SNnia E,1510,3.0,2.0,83.05
8363,Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,GRlas V,2300,3.0,2.0,142.0
8374,Super built-up  Area,Ready To Move,Tigalarpalya,3 BHK,Spess C,1998,3.0,2.0,117.0
8376,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1262,2.0,2.0,67.0
8377,Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,115.0
8381,Super built-up  Area,18-Mar,Balagere,2 BHK,Soresea,1012,2.0,1.0,53.58
8383,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,KMnorab,1394,2.0,2.0,56.0
8384,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,Prentra,1450,2.0,1.0,85.0
8385,Super built-up  Area,Ready To Move, Banaswadi,1 RK,Krntsee,527,1.0,0.0,35.0
8386,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1693,3.0,2.0,125.0
8387,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,235.0
8388,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,DSireSo,1000,2.0,1.0,46.0
8392,Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1410,2.0,2.0,64.0
8393,Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1400,2.0,2.0,108.0
8395,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1826,3.0,2.0,125.0
8396,Super built-up  Area,18-Jun,Hosur Road,3 BHK,PuendWe,1689,3.0,2.0,103.0
8397,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,31.0
8402,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,AkncyRe,1300,2.0,2.0,55.0
